question,answer,subject,predicate,object
安通控股股份有限公司的董事是谁？,王玉伟,安通控股股份有限公司,董事,王玉伟
北京华谊嘉信整合营销顾问集团股份有限公司的债券类型？,证券公司次级债,北京华谊嘉信整合营销顾问集团股份有限公司,债券类型,证券公司次级债
龚经治的年龄？,61,龚经治,年龄,61
浙江金华山旅游文化投资发展有限公司的供应商是哪个公司？,赣江新区万益金赣实业有限公司,浙江金华山旅游文化投资发展有限公司,供应商,赣江新区万益金赣实业有限公司
喻久旺的年龄多大？,47,喻久旺,年龄,47
常州碧盛房地产开发有限公司的行业大类是？,其它,常州碧盛房地产开发有限公司,行业大类,其它
金洲慈航集团股份有限公司的董事是？,刘忱,金洲慈航集团股份有限公司,董事,刘忱
河南明源实业集团房地产开发有限公司的行业大类是什么？,其他,河南明源实业集团房地产开发有限公司,行业大类,其他
肖锐的年龄是多少？,47,肖锐,年龄,47
丁古华的年龄是多少？,37,丁古华,年龄,37
秦立的年龄多大？,54,秦立,年龄,54
王心彩的年龄是？,63,王心彩,年龄,63
杭州萧山环境投资发展有限公司的债券类型？,券商专项资产管理,杭州萧山环境投资发展有限公司,债券类型,券商专项资产管理
西安华新新能源股份有限公司的违规类型？,其它信息披露违规,西安华新新能源股份有限公司,违规类型,其它信息披露违规
九江鄱湖置业有限公司的行业大类是什么？,资产管理公司,九江鄱湖置业有限公司,行业大类,资产管理公司
江苏保千里视像科技集团股份有限公司的监事？,林新阳,江苏保千里视像科技集团股份有限公司,监事,林新阳
河北古城香业集团股份有限公司的违规类型是啥？,未及时披露公司重大事件,河北古城香业集团股份有限公司,违规类型,未及时披露公司重大事件
汇仁集团有限公司的行业大类是什么？,资产管理公司,汇仁集团有限公司,行业大类,资产管理公司
上海世茂股份有限公司的董事？,刘传秋,上海世茂股份有限公司,董事,刘传秋
山西万景源房地产开发有限责任公司的信用评级是啥？,差,山西万景源房地产开发有限责任公司,信用评级,差
沧州万合金郡房地产开发有限公司的供应商是哪个公司？,蓬莱市恒世置业有限公司,沧州万合金郡房地产开发有限公司,供应商,蓬莱市恒世置业有限公司
宁波梅西滚装码头有限公司的违规类型是啥？,违规交易,宁波梅西滚装码头有限公司,违规类型,违规交易
重庆钢铁股份有限公司的董事？,罗福勤,重庆钢铁股份有限公司,董事,罗福勤
广州粤泰集团股份有限公司的董事？,胡志勇,广州粤泰集团股份有限公司,董事,胡志勇
泰州市姜堰区经开集团有限公司的债券类型是啥？,定向工具,泰州市姜堰区经开集团有限公司,债券类型,定向工具
山东地平置业有限公司的信用评级是啥？,优,山东地平置业有限公司,信用评级,优
黄博的年龄是多少？,38,黄博,年龄,38
管学昌的年龄是多少？,38,管学昌,年龄,38
蒋小明的年龄？,46,蒋小明,年龄,46
陈国伟的年龄是多少？,56,陈国伟,年龄,56
上海世茂股份有限公司的董事是谁？,孙俊卫,上海世茂股份有限公司,董事,孙俊卫
瑞茂通供应链管理股份有限公司的监事？,刘静,瑞茂通供应链管理股份有限公司,监事,刘静
胡维泉的年龄是多少？,60,胡维泉,年龄,60
倪长和的年龄多大？,66,倪长和,年龄,66
檀加敏的年龄？,55,檀加敏,年龄,55
王仕青的年龄？,43,王仕青,年龄,43
泰安鸿锦置业有限公司的行业大类是什么？,证券公司,泰安鸿锦置业有限公司,行业大类,证券公司
陈献文的年龄多大？,35,陈献文,年龄,35
范成山的年龄多大？,63,范成山,年龄,63
俞曙的年龄是多少？,22,俞曙,年龄,22
派芬自控（上海）股份有限公司的董事是？,许文祥,派芬自控（上海）股份有限公司,董事,许文祥
苏州亘茂置业有限公司的客户？,安吉紫梅实业有限公司,苏州亘茂置业有限公司,客户,安吉紫梅实业有限公司
刘群的年龄是？,69,刘群,年龄,69
郑建中的年龄是？,47,郑建中,年龄,47
重庆建工集团股份有限公司的信用评级是？,差,重庆建工集团股份有限公司,信用评级,差
湖州南浔鼎旭科技发展有限公司的行业大类是什么？,其它,湖州南浔鼎旭科技发展有限公司,行业大类,其它
南京丰泰产业园管理有限公司的行业大类是？,寿险公司,南京丰泰产业园管理有限公司,行业大类,寿险公司
派芬自控（上海）股份有限公司的收益是多少？,2246676,派芬自控（上海）股份有限公司,收益,2246676
邯郸交通运输集团有限公司的行业大类是什么？,投资公司,邯郸交通运输集团有限公司,行业大类,投资公司
山东广电智达技术有限公司的监事？,万振扬,山东广电智达技术有限公司,监事,万振扬
杭州中策清泉实业有限公司的信用评级是什么？,暂无评级,杭州中策清泉实业有限公司,信用评级,暂无评级
阮宜加的年龄是多少？,35,阮宜加,年龄,35
雏鹰农牧集团股份有限公司的行业大类是？,其他,雏鹰农牧集团股份有限公司,行业大类,其他
北京蓝天瑞德环保技术股份有限公司的董事是谁？,刘慧莹,北京蓝天瑞德环保技术股份有限公司,董事,刘慧莹
王伟的年龄多大？,66,王伟,年龄,66
福鼎宏筑置业有限公司的违规类型是？,业绩预测结果不准确或不及时,福鼎宏筑置业有限公司,违规类型,业绩预测结果不准确或不及时
金洲慈航集团股份有限公司的违规类型？,未及时披露公司重大事件,金洲慈航集团股份有限公司,违规类型,未及时披露公司重大事件
江苏思源高压开关有限公司的信用评级是啥？,差,江苏思源高压开关有限公司,信用评级,差
姜军的年龄？,45,姜军,年龄,45
国机重型装备集团股份有限公司的董事？,刘浩,国机重型装备集团股份有限公司,董事,刘浩
陈戈的年龄？,20,陈戈,年龄,20
金晓峰的年龄？,42,金晓峰,年龄,42
西安炬坤房地产开发有限公司的信用评级是多少？,暂无评级,西安炬坤房地产开发有限公司,信用评级,暂无评级
长江精工钢结构（集团）股份有限公司的债券类型是什么？,券商专项资产管理,长江精工钢结构（集团）股份有限公司,债券类型,券商专项资产管理
解冬玲的年龄多大？,34,解冬玲,年龄,34
福建兆和房地产有限公司的供应商是哪家公司？,北京蓝天瑞德环保技术股份有限公司,福建兆和房地产有限公司,供应商,北京蓝天瑞德环保技术股份有限公司
杨栋江的年龄是多少？,24,杨栋江,年龄,24
辅仁药业集团制药股份有限公司的董事是？,郭和生,辅仁药业集团制药股份有限公司,董事,郭和生
江苏九牧云程置业有限公司的行业大类是？,担保公司,江苏九牧云程置业有限公司,行业大类,担保公司
张自军的年龄多大？,53,张自军,年龄,53
江苏广汇建设工程有限公司的行业大类是什么？,寿险公司,江苏广汇建设工程有限公司,行业大类,寿险公司
北京蓝天瑞德环保技术股份有限公司的行业大类是多少？,证券公司,北京蓝天瑞德环保技术股份有限公司,行业大类,证券公司
甘肃刚泰控股（集团）股份有限公司的董事是？,鲍丽丽,甘肃刚泰控股（集团）股份有限公司,董事,鲍丽丽
沈阳惠天热电股份有限公司的董事？,石英,沈阳惠天热电股份有限公司,董事,石英
广州粤泰集团股份有限公司的债券类型是什么？,中期票据,广州粤泰集团股份有限公司,债券类型,中期票据
沈阳惠天热电股份有限公司的董事？,李俊山,沈阳惠天热电股份有限公司,董事,李俊山
苏州亘茂置业有限公司的信用评级是啥？,优,苏州亘茂置业有限公司,信用评级,优
王敏的年龄是多少？,69,王敏,年龄,69
李红的年龄是多少？,51,李红,年龄,51
冯华伟的年龄多大？,65,冯华伟,年龄,65
深圳市飞马国际供应链股份有限公司的董事？,杨哲峰,深圳市飞马国际供应链股份有限公司,董事,杨哲峰
秦皇岛兴龙房地产集团有限公司的行业大类是什么？,投资公司,秦皇岛兴龙房地产集团有限公司,行业大类,投资公司
浙数文化科技发展（浙江）有限公司的违规类型？,未按时披露定期报告,浙数文化科技发展（浙江）有限公司,违规类型,未按时披露定期报告
赵宇的年龄是多少？,27,赵宇,年龄,27
余晨扬的年龄是多少？,33,余晨扬,年龄,33
凯迪生态环境科技股份有限公司的董事是谁？,王伟,凯迪生态环境科技股份有限公司,董事,王伟
安阳钢铁股份有限公司的监事是？,洪烨,安阳钢铁股份有限公司,监事,洪烨
冠福控股股份有限公司的董事是谁？,林福椿,冠福控股股份有限公司,董事,林福椿
扬州三湾投资发展有限公司的行业大类是什么？,金融控股集团,扬州三湾投资发展有限公司,行业大类,金融控股集团
郭锐的年龄？,34,郭锐,年龄,34
杭州逸扬投资管理有限公司的行业大类是多少？,金融控股集团,杭州逸扬投资管理有限公司,行业大类,金融控股集团
舍弗勒（中国）有限公司的信用评级是多少？,差,舍弗勒（中国）有限公司,信用评级,差
苏奇木的年龄？,23,苏奇木,年龄,23
福建正祥投资集团有限公司的客户是哪家公司？,浙江德晨旅游开发有限公司,福建正祥投资集团有限公司,客户,浙江德晨旅游开发有限公司
云南路桥股份有限公司的董事是？,熊思远,云南路桥股份有限公司,董事,熊思远
深圳市振业（集团）股份有限公司的董事是谁？,桂强芳,深圳市振业（集团）股份有限公司,董事,桂强芳
东阳市横店自来水有限公司的信用评级是多少？,差,东阳市横店自来水有限公司,信用评级,差
蒋本山的年龄是？,42,蒋本山,年龄,42
丁艳的年龄是？,58,丁艳,年龄,58
李琦的年龄？,29,李琦,年龄,29
英德市锦顺房地产开发有限公司的违规类型是多少？,无,英德市锦顺房地产开发有限公司,违规类型,无
甘肃宏良皮业股份有限公司的收入是多少？,7940721,甘肃宏良皮业股份有限公司,收入,7940721
西安奥体中心控股有限公司的分红方式是啥？,转增,西安奥体中心控股有限公司,分红方式,转增
侯松平的年龄多大？,68,侯松平,年龄,68
舍弗勒（中国）有限公司的收益是多少？,8293987,舍弗勒（中国）有限公司,收益,8293987
中安科股份有限公司的董事是谁？,陈五凤,中安科股份有限公司,董事,陈五凤
长江精工钢结构（集团）股份有限公司的董事？,孙国君,长江精工钢结构（集团）股份有限公司,董事,孙国君
陈业进的年龄？,26,陈业进,年龄,26
章明的年龄是？,63,章明,年龄,63
刘永辉的年龄是？,43,刘永辉,年龄,43
南昌城铉房地产开发有限公司的信用评级？,优,南昌城铉房地产开发有限公司,信用评级,优
浙江元盛塑业股份有限公司的监事是谁？,陈宝根,浙江元盛塑业股份有限公司,监事,陈宝根
北汽福田汽车股份有限公司的董事是？,李进巅,北汽福田汽车股份有限公司,董事,李进巅
刘星的年龄是？,30,刘星,年龄,30
刘国强的年龄是多少？,59,刘国强,年龄,59
杭州滨呈企业管理有限公司的行业大类是？,担保公司,杭州滨呈企业管理有限公司,行业大类,担保公司
印纪娱乐传媒股份有限公司的客户是？,景德镇市开门子房地产开发有限公司,印纪娱乐传媒股份有限公司,客户,景德镇市开门子房地产开发有限公司
杭州滨迪企业管理有限公司的违规类型是多少？,未及时披露公司重大事件,杭州滨迪企业管理有限公司,违规类型,未及时披露公司重大事件
孙玮的年龄是多少？,49,孙玮,年龄,49
杭州滨泰投资管理有限公司的行业大类？,资产管理公司,杭州滨泰投资管理有限公司,行业大类,资产管理公司
深圳市彩生活服务集团有限公司的分红方式是？,现金分红,深圳市彩生活服务集团有限公司,分红方式,现金分红
广州合景控股集团有限公司的收益是多少？,4076016,广州合景控股集团有限公司,收益,4076016
黄孝杰的年龄？,20,黄孝杰,年龄,20
申聪的年龄是？,49,申聪,年龄,49
无锡英菲感知技术有限公司的分红方式是多少？,现金分红,无锡英菲感知技术有限公司,分红方式,现金分红
山东公用控股有限公司的违规类型是什么？,违规交易,山东公用控股有限公司,违规类型,违规交易
厦门金鹭硬质合金有限公司的行业大类是多少？,其他,厦门金鹭硬质合金有限公司,行业大类,其他
西安莱鼎置业有限公司的分红方式是多少？,转增,西安莱鼎置业有限公司,分红方式,转增
中安科股份有限公司的董事是？,赵晓红,中安科股份有限公司,董事,赵晓红
郝爱玲的年龄是？,50,郝爱玲,年龄,50
宝鸡锦灏源置业有限公司的信用评级是？,优,宝鸡锦灏源置业有限公司,信用评级,优
江苏保千里视像科技集团股份有限公司的监事是谁？,陈国华,江苏保千里视像科技集团股份有限公司,监事,陈国华
三友联众集团股份有限公司的监事是？,陈波涌,三友联众集团股份有限公司,监事,陈波涌
朱洪彬的年龄？,29,朱洪彬,年龄,29
甘培忠的年龄是多少？,46,甘培忠,年龄,46
江西华尔盛科贸有限公司的信用评级是多少？,暂无评级,江西华尔盛科贸有限公司,信用评级,暂无评级
王建平的年龄？,67,王建平,年龄,67
荣盛房地产发展股份有限公司的董事？,刘山,荣盛房地产发展股份有限公司,董事,刘山
吉林利源精制股份有限公司的董事？,高印寒,吉林利源精制股份有限公司,董事,高印寒
渤海租赁股份有限公司的董事是？,高传义,渤海租赁股份有限公司,董事,高传义
高卫先的年龄多大？,29,高卫先,年龄,29
哈尔滨工大高新技术产业开发股份有限公司的董事是谁？,吕淑芹,哈尔滨工大高新技术产业开发股份有限公司,董事,吕淑芹
沈志奇的年龄？,46,沈志奇,年龄,46
重庆日报报业集团产业有限责任公司的行业大类是多少？,其他,重庆日报报业集团产业有限责任公司,行业大类,其他
广东欧昊集团有限公司的债券类型？,超短期融资券,广东欧昊集团有限公司,债券类型,超短期融资券
重庆钢铁股份有限公司的董事是？,周宏,重庆钢铁股份有限公司,董事,周宏
上海同桓投资管理有限公司的分红方式是多少？,送股,上海同桓投资管理有限公司,分红方式,送股
王景旭的年龄？,52,王景旭,年龄,52
确山县产业集聚区投融资有限公司的行业大类是啥？,担保公司,确山县产业集聚区投融资有限公司,行业大类,担保公司
神雾环保技术股份有限公司的董事是谁？,王侃,神雾环保技术股份有限公司,董事,王侃
中安科股份有限公司的监事是？,曹德豪,中安科股份有限公司,监事,曹德豪
龙南旅游发展投资（集团）有限责任公司的分红方式是？,现金分红,龙南旅游发展投资（集团）有限责任公司,分红方式,现金分红
寒锐投资（南京）有限公司的信用评级？,优,寒锐投资（南京）有限公司,信用评级,优
东阳市长征投资开发有限公司的收入是多少？,3268846,东阳市长征投资开发有限公司,收入,3268846
杜黎民的年龄是？,40,杜黎民,年龄,40
上海同桓投资管理有限公司的客户是哪家公司？,江西茂阳房地产有限公司,上海同桓投资管理有限公司,客户,江西茂阳房地产有限公司
北京首都开发股份有限公司的行业大类是多少？,其他,北京首都开发股份有限公司,行业大类,其他
高密市国有资产管理有限公司的信用评级是多少？,优,高密市国有资产管理有限公司,信用评级,优
邓天洲的年龄是？,38,邓天洲,年龄,38
程立辉的年龄是多少？,27,程立辉,年龄,27
泸州金泓房地产开发有限公司的违规类型是啥？,未及时披露公司重大事件,泸州金泓房地产开发有限公司,违规类型,未及时披露公司重大事件
李伟真的年龄是多少？,22,李伟真,年龄,22
烟台传化置业有限公司的违规类型是什么？,无,烟台传化置业有限公司,违规类型,无
河北中泊防爆工具集团股份有限公司的客户是谁？,四川东辰（集团）股份有限公司,河北中泊防爆工具集团股份有限公司,客户,四川东辰（集团）股份有限公司
湖北宜化化工股份有限公司的监事是？,师耀强,湖北宜化化工股份有限公司,监事,师耀强
宝鸡锦灏源置业有限公司的行业大类是？,其它,宝鸡锦灏源置业有限公司,行业大类,其它
深圳市索菱实业股份有限公司的行业大类是啥？,投资公司,深圳市索菱实业股份有限公司,行业大类,投资公司
张少忠的年龄是？,49,张少忠,年龄,49
白秀兵的年龄多大？,62,白秀兵,年龄,62
南京飞燕活塞环股份有限公司的违规类型是啥？,业绩预测结果不准确或不及时,南京飞燕活塞环股份有限公司,违规类型,业绩预测结果不准确或不及时
华昌达智能装备集团股份有限公司的董事是？,罗慧,华昌达智能装备集团股份有限公司,董事,罗慧
刘祥宏的年龄是多少？,21,刘祥宏,年龄,21
吴向能的年龄？,59,吴向能,年龄,59
丁古华的年龄是？,37,丁古华,年龄,37
浙江运发文化发展有限公司的债券类型是？,公司债,浙江运发文化发展有限公司,债券类型,公司债
蔡丛兵的年龄是？,43,蔡丛兵,年龄,43
太原东峰金虎房地产开发有限公司的董事是谁？,陈国良,太原东峰金虎房地产开发有限公司,董事,陈国良
陈长振的年龄多大？,62,陈长振,年龄,62
东莞勤上光电股份有限公司的董事是？,仲长昊,东莞勤上光电股份有限公司,董事,仲长昊
北京嘉寓门窗幕墙股份有限公司的监事是？,徐曙光,北京嘉寓门窗幕墙股份有限公司,监事,徐曙光
陈继武的年龄多大？,43,陈继武,年龄,43
南京泰融商业运营管理有限公司的信用评级是？,暂无评级,南京泰融商业运营管理有限公司,信用评级,暂无评级
上海融栩实业有限公司的债券类型是啥？,券商专项资产管理,上海融栩实业有限公司,债券类型,券商专项资产管理
山西建筑工程集团有限公司的信用评级是啥？,差,山西建筑工程集团有限公司,信用评级,差
王卓贤的年龄？,39,王卓贤,年龄,39
浩蓝环保股份有限公司的监事？,王春霞,浩蓝环保股份有限公司,监事,王春霞
刘思芬的年龄？,27,刘思芬,年龄,27
银基烯碳新材料集团股份有限公司的董事？,郭永清,银基烯碳新材料集团股份有限公司,董事,郭永清
苏州亘茂置业有限公司的违规类型是啥？,其它程序违规,苏州亘茂置业有限公司,违规类型,其它程序违规
宝湾产城发展（无锡）有限公司的信用评级是什么？,差,宝湾产城发展（无锡）有限公司,信用评级,差
北京嘉寓门窗幕墙股份有限公司的董事是谁？,陈业进,北京嘉寓门窗幕墙股份有限公司,董事,陈业进
任永平的年龄？,20,任永平,年龄,20
重庆华峰聚酰胺有限公司的收益是多少？,4792919,重庆华峰聚酰胺有限公司,收益,4792919
瑞茂通供应链管理股份有限公司的监事是谁？,苏国建,瑞茂通供应链管理股份有限公司,监事,苏国建
苏威骏的年龄是多少？,66,苏威骏,年龄,66
安通控股股份有限公司的董事是谁？,何显峰,安通控股股份有限公司,董事,何显峰
沧州港务集团有限公司的信用评级是啥？,暂无评级,沧州港务集团有限公司,信用评级,暂无评级
渤海租赁股份有限公司的董事是？,赵慧军,渤海租赁股份有限公司,董事,赵慧军
高义武的年龄？,46,高义武,年龄,46
聂秋龄的年龄是多少？,33,聂秋龄,年龄,33
浙江富通科技集团有限公司的信用评级是？,差,浙江富通科技集团有限公司,信用评级,差
龙南旅游发展投资（集团）有限责任公司的行业大类是？,投资公司,龙南旅游发展投资（集团）有限责任公司,行业大类,投资公司
王浩的年龄多大？,42,王浩,年龄,42
陕西达美轮毂有限公司的违规类型是什么？,无,陕西达美轮毂有限公司,违规类型,无
漳州泛华实业有限公司的债券类型是多少？,可交换债券,漳州泛华实业有限公司,债券类型,可交换债券
眉山市东坡发展投资有限公司的收入是多少？,5968011,眉山市东坡发展投资有限公司,收入,5968011
哈尔滨工大高新技术产业开发股份有限公司的董事？,姚永达,哈尔滨工大高新技术产业开发股份有限公司,董事,姚永达
普开投资（上海）有限公司的信用评级？,优,普开投资（上海）有限公司,信用评级,优
青岛恒美置业有限公司的债券类型？,短期融资券,青岛恒美置业有限公司,债券类型,短期融资券
青岛广林置业有限公司的担保是哪家公司？,广州西门子变压器有限公司,青岛广林置业有限公司,担保,广州西门子变压器有限公司
三河同飞制冷股份有限公司的信用评级是什么？,暂无评级,三河同飞制冷股份有限公司,信用评级,暂无评级
安阳钢铁股份有限公司的董事？,郭爱民,安阳钢铁股份有限公司,董事,郭爱民
金洲慈航集团股份有限公司的监事？,周文彬,金洲慈航集团股份有限公司,监事,周文彬
包小平的年龄？,28,包小平,年龄,28
杭州乾东投资管理有限公司的监事？,赵衍新,杭州乾东投资管理有限公司,监事,赵衍新
成都西行起点旅游资源开发有限公司的行业大类是？,其它,成都西行起点旅游资源开发有限公司,行业大类,其它
广东文化长城集团股份有限公司的监事是？,谢洁,广东文化长城集团股份有限公司,监事,谢洁
吴嘉宁的年龄多大？,37,吴嘉宁,年龄,37
范小平的年龄？,59,范小平,年龄,59
张华龙的年龄？,50,张华龙,年龄,50
暴风集团股份有限公司的董事是谁？,冯鑫,暴风集团股份有限公司,董事,冯鑫
甘肃华协农业生物科技股份有限公司的信用评级是多少？,暂无评级,甘肃华协农业生物科技股份有限公司,信用评级,暂无评级
荣盛房地产发展股份有限公司的监事？,王强,荣盛房地产发展股份有限公司,监事,王强
甘肃刚泰控股（集团）股份有限公司的行业大类？,投资公司,甘肃刚泰控股（集团）股份有限公司,行业大类,投资公司
山东嬴城控股集团有限公司的监事是谁？,刘江涛,山东嬴城控股集团有限公司,监事,刘江涛
青岛润通铭苑置业有限公司的供应商是？,苏州美生美置业有限公司,青岛润通铭苑置业有限公司,供应商,苏州美生美置业有限公司
安通控股股份有限公司的董事？,赵娜,安通控股股份有限公司,董事,赵娜
广州南菱汽车股份有限公司的董事是谁？,马春欣,广州南菱汽车股份有限公司,董事,马春欣
王方华的年龄多大？,34,王方华,年龄,34
华仪电气股份有限公司的董事是谁？,金旭丹,华仪电气股份有限公司,董事,金旭丹
林州重机集团股份有限公司的董事？,尹效华,林州重机集团股份有限公司,董事,尹效华
渤海租赁股份有限公司的董事是？,王人风,渤海租赁股份有限公司,董事,王人风
贠庆怀的年龄？,33,贠庆怀,年龄,33
晋江市新佳园资产管理有限公司的收入是多少？,8985513,晋江市新佳园资产管理有限公司,收入,8985513
李华清的年龄是？,61,李华清,年龄,61
东风汽车股份有限公司的监事是？,崔忠泽,东风汽车股份有限公司,监事,崔忠泽
赵路明的年龄是？,24,赵路明,年龄,24
宁波亿兴企业管理有限责任公司的董事是谁？,何涛,宁波亿兴企业管理有限责任公司,董事,何涛
恒申控股集团有限公司的违规类型？,未按时披露定期报告,恒申控股集团有限公司,违规类型,未按时披露定期报告
武红梅的年龄？,23,武红梅,年龄,23
珠海斗门益发置业有限公司的行业大类？,投资公司,珠海斗门益发置业有限公司,行业大类,投资公司
重庆开州建设工程有限公司的违规类型是？,无,重庆开州建设工程有限公司,违规类型,无
江苏省建设集团公司的收入是多少？,3427057,江苏省建设集团公司,收入,3427057
金华交投建筑工业化有限公司的信用评级是多少？,优,金华交投建筑工业化有限公司,信用评级,优
奉新县发展投资集团有限公司的信用评级是多少？,优,奉新县发展投资集团有限公司,信用评级,优
北京凯文德信教育科技股份有限公司的监事？,陆建芬,北京凯文德信教育科技股份有限公司,监事,陆建芬
江苏长龄液压股份有限公司的董事是？,夏继发,江苏长龄液压股份有限公司,董事,夏继发
安阳钢铁股份有限公司的董事是？,李爱锋,安阳钢铁股份有限公司,董事,李爱锋
北京凯英信业科技股份有限公司的行业大类是啥？,其它,北京凯英信业科技股份有限公司,行业大类,其它
淄博来仪置业有限公司的信用评级是多少？,优,淄博来仪置业有限公司,信用评级,优
绍兴仁昌酱园有限公司的违规类型是？,无,绍兴仁昌酱园有限公司,违规类型,无
丁凌烨的年龄？,59,丁凌烨,年龄,59
北讯集团股份有限公司的行业大类是多少？,担保公司,北讯集团股份有限公司,行业大类,担保公司
南京彧盛置业有限公司的信用评级是多少？,优,南京彧盛置业有限公司,信用评级,优
永泰能源股份有限公司的违规类型是啥？,无,永泰能源股份有限公司,违规类型,无
深圳市振业（集团）股份有限公司的监事是谁？,张伟明,深圳市振业（集团）股份有限公司,监事,张伟明
杨继林的年龄？,50,杨继林,年龄,50
广东文化长城集团股份有限公司的董事是谁？,吴淡珠,广东文化长城集团股份有限公司,董事,吴淡珠
德州经济技术开发区建能实业有限公司的董事是谁？,陈育铭,德州经济技术开发区建能实业有限公司,董事,陈育铭
四川迷都旅游资源开发股份有限公司的信用评级？,差,四川迷都旅游资源开发股份有限公司,信用评级,差
苏珉的年龄多大？,41,苏珉,年龄,41
江苏九牧云程置业有限公司的信用评级是啥？,优,江苏九牧云程置业有限公司,信用评级,优
唐山天一合现代农业服务有限公司的违规类型？,违规交易,唐山天一合现代农业服务有限公司,违规类型,违规交易
常熟招商琴湖投资发展有限公司的信用评级是？,差,常熟招商琴湖投资发展有限公司,信用评级,差
安徽白兔湖动力股份有限公司的违规类型是什么？,涉嫌违反证券法律法规,安徽白兔湖动力股份有限公司,违规类型,涉嫌违反证券法律法规
中国银河证券股份有限公司的分红方式是啥？,转增,中国银河证券股份有限公司,分红方式,转增
郑海波的年龄多大？,40,郑海波,年龄,40
信阳荣阳房地产开发有限公司的分红方式？,转增,信阳荣阳房地产开发有限公司,分红方式,转增
李玖的年龄多大？,58,李玖,年龄,58
巫毅的年龄是？,50,巫毅,年龄,50
王振京的年龄是多少？,32,王振京,年龄,32
马伟良的年龄是？,31,马伟良,年龄,31
北讯集团股份有限公司的董事？,郝晓晖,北讯集团股份有限公司,董事,郝晓晖
解玉洪的年龄？,37,解玉洪,年龄,37
哈尔滨工大高新技术产业开发股份有限公司的董事是？,吕淑芹,哈尔滨工大高新技术产业开发股份有限公司,董事,吕淑芹
阮孟国的年龄多大？,66,阮孟国,年龄,66
协鑫集成科技股份有限公司的董事？,许良军,协鑫集成科技股份有限公司,董事,许良军
宝湾产城发展（无锡）有限公司的信用评级？,差,宝湾产城发展（无锡）有限公司,信用评级,差
安吉紫梅实业有限公司的分红方式是什么？,送股,安吉紫梅实业有限公司,分红方式,送股
谢科范的年龄多大？,43,谢科范,年龄,43
淄博万嘉置业有限公司的信用评级是？,差,淄博万嘉置业有限公司,信用评级,差
马小峰的年龄是多少？,67,马小峰,年龄,67
陈刚的年龄多大？,57,陈刚,年龄,57
陕西沣德置业有限公司的收入是多少？,6999826,陕西沣德置业有限公司,收入,6999826
殷承良的年龄是？,63,殷承良,年龄,63
重庆市黔江区旅游投资开发有限公司的信用评级？,优,重庆市黔江区旅游投资开发有限公司,信用评级,优
烟台锦辰房地产开发有限公司的债券类型？,公司债,烟台锦辰房地产开发有限公司,债券类型,公司债
龙口市福尔生化科技有限公司的行业大类是？,其他,龙口市福尔生化科技有限公司,行业大类,其他
浙江嘉华特种尼龙有限公司的分红方式是什么？,送股,浙江嘉华特种尼龙有限公司,分红方式,送股
浙江亚厦装饰股份有限公司的违规类型是什么？,无,浙江亚厦装饰股份有限公司,违规类型,无
山东和骏置业有限公司的行业大类是什么？,寿险公司,山东和骏置业有限公司,行业大类,寿险公司
重庆钢铁股份有限公司的董事？,刘天倪,重庆钢铁股份有限公司,董事,刘天倪
张龙民的年龄是？,53,张龙民,年龄,53
熊茂俊的年龄多大？,36,熊茂俊,年龄,36
江苏保千里视像科技集团股份有限公司的监事？,邵春阳,江苏保千里视像科技集团股份有限公司,监事,邵春阳
淄博来仪置业有限公司的信用评级？,优,淄博来仪置业有限公司,信用评级,优
王晓明的年龄多大？,37,王晓明,年龄,37
中成新星油田工程技术服务股份有限公司的分红方式是？,不分配,中成新星油田工程技术服务股份有限公司,分红方式,不分配
三河同飞制冷股份有限公司的信用评级是？,暂无评级,三河同飞制冷股份有限公司,信用评级,暂无评级
雏鹰农牧集团股份有限公司的监事是谁？,郭林生,雏鹰农牧集团股份有限公司,监事,郭林生
重庆广建装饰股份有限公司的供应商是谁？,邢台县龙冈投资有限公司,重庆广建装饰股份有限公司,供应商,邢台县龙冈投资有限公司
甘肃华协农业生物科技股份有限公司的董事是？,王敏核,甘肃华协农业生物科技股份有限公司,董事,王敏核
朱成功的年龄多大？,36,朱成功,年龄,36
中安科股份有限公司的违规类型是什么？,无,中安科股份有限公司,违规类型,无
朱晓东的年龄多大？,29,朱晓东,年龄,29
中海阳能源集团股份有限公司的监事？,王敏,中海阳能源集团股份有限公司,监事,王敏
宝鸡坤锦置业有限公司的违规类型？,未及时披露公司重大事件,宝鸡坤锦置业有限公司,违规类型,未及时披露公司重大事件
郴州市金贵银业股份有限公司的董事是？,曾德明,郴州市金贵银业股份有限公司,董事,曾德明
郭亚非的年龄多大？,64,郭亚非,年龄,64
西安莱鼎置业有限公司的行业大类是多少？,其它,西安莱鼎置业有限公司,行业大类,其它
陈雷的年龄是多少？,53,陈雷,年龄,53
钱明星的年龄多大？,38,钱明星,年龄,38
秦其文的年龄是？,24,秦其文,年龄,24
青岛市即墨区丁字湾投资发展有限公司的信用评级是多少？,暂无评级,青岛市即墨区丁字湾投资发展有限公司,信用评级,暂无评级
姜仁的年龄多大？,63,姜仁,年龄,63
王晓莹的年龄多大？,50,王晓莹,年龄,50
章成平的年龄是？,64,章成平,年龄,64
厦门市丰预泰产业园管理有限公司的行业大类是？,其他,厦门市丰预泰产业园管理有限公司,行业大类,其他
宁波荣港置业有限公司的债券类型是多少？,证券公司次级债,宁波荣港置业有限公司,债券类型,证券公司次级债
